transaction_id,customer_id,transaction_date,amount,merchant,category,city,state,age_group,status,is_fraud
9d8c32a37e91b982fb326525a28c0659,4797297220948468262,2019-07-17 02:22:55,57.23,"fraud_Connelly, Reichert and Fritsch",gas_transport,Oolitic,IN,26-35,SUCCESS,0
d99292d09e1e23b3de8821c962370310,3560797065840735,2019-11-03 01:50:20,53.98,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,Shields,ND,36-45,SUCCESS,0
a9e3d0b484b89beec8b0aa389da36d13,3517814635263522,2020-01-07 11:10:22,1.89,fraud_Boyer PLC,shopping_net,Union,WV,65+,SUCCESS,0
130b8f03753e3d436113e9092e2aae48,3590736522064285,2019-08-03 13:41:56,5.61,fraud_Tromp Group,travel,Bauxite,AR,46-55,SUCCESS,0
31a6a69b008b800269c8d6af5cf99e24,342319985983023,2019-12-30 13:15:12,69.63,fraud_Ernser-Feest,home,Margaretville,NY,46-55,SUCCESS,0
5c6af6f8b3f58778affe58ea2269caba,4209696857872688515,2019-05-23 16:23:53,36.15,fraud_Hoppe-Parisian,kids_pets,Galatia,IL,46-55,SUCCESS,0
d075eea362d45196029e53d7306cd252,3506040590383211,2019-06-20 21:48:52,75.75,"fraud_Runolfsdottir, Mueller and Hand",entertainment,Alder,MT,36-45,SUCCESS,0
0fede23f0e0dc45109c455eacbfa065f,4806443445305,2019-04-01 23:25:29,13.35,"fraud_Kling, Howe and Schneider",home,Ironton,OH,18-25,SUCCESS,0
a7749fcaef3b18a6f7ccc2b88d908fab,6011366578560244,2019-04-08 18:37:46,40.84,"fraud_Hettinger, McCullough and Fay",home,Mc Veytown,PA,26-35,SUCCESS,0
9138dd5bcfecf955777d307b93dbc851,3577794103155425,2020-02-01 15:34:44,16.02,fraud_Labadie LLC,personal_care,Reynolds,ND,26-35,SUCCESS,0
022fec61c801ac293329f7b85320d56b,180084576295055,2020-05-02 23:31:10,15.11,fraud_Rippin-VonRueden,health_fitness,Lolita,TX,56-65,SUCCESS,0
94343d8f7a10bd8b3f4ccfc27360039d,3525590521269779,2019-07-22 10:42:46,55.8,"fraud_Greenholt, Jacobi and Gleason",gas_transport,Haw River,NC,36-45,SUCCESS,0
d3deadcfab1114c54209b551a678db83,342952484382519,2020-04-09 15:08:41,32.98,fraud_Reilly LLC,home,East Canaan,CT,36-45,SUCCESS,0
e13a01f2c90f98bcd598e30ca9cb5901,4512828414983801773,2019-10-01 07:22:18,2.97,"fraud_Kerluke, Considine and Macejkovic",misc_net,Uledi,PA,36-45,SUCCESS,0
bcf37707ad5a56f75dbfa447e6442514,4010002218955876,2019-06-03 17:08:57,20.16,"fraud_Walter, Hettinger and Kessler",personal_care,Houston,TX,36-45,SUCCESS,0
4548b9afa3bc77cbde4dbf9a948b2dad,180014262259255,2020-03-29 12:07:17,23.46,fraud_Hammes-Beatty,kids_pets,Brantley,AL,65+,SUCCESS,0
1891325cd6a2701cdc05d8f2fd93330d,3553629419254918,2019-03-30 23:06:37,3.43,fraud_Abernathy and Sons,food_dining,Conway,WA,36-45,SUCCESS,0
2ceb7b99f4ee62062ce38e86ef906496,4613314721966,2020-04-16 09:37:03,39.68,"fraud_Lehner, Reichert and Mills",misc_pos,Collettsville,NC,36-45,SUCCESS,0
78f71debadbe7595de0b686da40e3cc7,30560609640617,2020-01-03 10:53:22,2.59,fraud_Corwin-Gorczany,misc_net,Luray,MO,56-65,SUCCESS,0
284a9c7ea311ff2be9497e76e57fd42f,3567879740649740,2019-04-18 06:37:48,41.51,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,Brownville,NY,65+,SUCCESS,0
ea23232820d1d1d0d9b9753e051afa72,6011681934117244,2020-02-13 01:35:36,70.14,fraud_Marks Inc,gas_transport,Slayden,TN,65+,SUCCESS,0
5fffe5622220856d970690b6f3bd32aa,6011367958204270,2019-03-27 17:32:17,4.93,fraud_Crona and Sons,kids_pets,Hinckley,OH,36-45,SUCCESS,0
b24e1f09147621f08af4ffa9af8df9f0,4060579726528237,2019-02-22 02:27:01,118.41,fraud_Rutherford-Mertz,grocery_pos,Ozawkie,KS,65+,SUCCESS,0
44f8ab45ff5bfe1572be6d81bac8b865,3582754887089201,2019-07-08 00:08:17,15.01,fraud_Kuhn LLC,misc_net,Norman,AR,56-65,SUCCESS,0
abb4b120072977b5d4481b4c0a897362,583699482621,2019-10-31 17:51:34,113.31,fraud_Deckow-Dare,food_dining,Waupaca,WI,65+,SUCCESS,0
4dec42de02d312ce2533f17cc968d0bb,4103158249977,2020-05-18 23:48:32,65.36,fraud_Erdman-Ebert,personal_care,Lorenzo,TX,36-45,SUCCESS,0
1d933a7d91616517bfcd718e3680e8a8,4509922033272157,2019-07-19 23:23:56,2.14,"fraud_Feil, Hilpert and Koss",food_dining,Hurley,SD,46-55,SUCCESS,0
a771c3365d3754def6d7e345a0b80af0,639030014711,2019-07-08 10:10:10,40.71,"fraud_Boehm, Block and Jakubowski",misc_pos,Olmsted,IL,36-45,SUCCESS,0
d779b90110bcbf8bf77076138b3f5274,3528231451607350,2019-06-09 10:28:04,176.39,fraud_Morissette LLC,entertainment,Heislerville,NJ,65+,SUCCESS,0
578c9add3c1ade1a441cf17e2962961f,377654590313960,2019-10-15 10:52:58,102.87,"fraud_Goldner, Kovacek and Abbott",grocery_pos,Powell,TN,56-65,SUCCESS,0
a1253eb7444c7a3c43fe429b44adacfd,3586008444788268,2019-07-03 11:45:07,207.59,fraud_Rau and Sons,grocery_pos,Issaquah,WA,36-45,SUCCESS,0
0c60a68c6c1488c063b6758b625908ed,4186530744674,2019-09-30 13:49:00,20.57,fraud_Friesen Ltd,health_fitness,Blackville,SC,56-65,SUCCESS,0
3d3a803ed6bd7862b0af64ae8e54bd84,4173950183554608,2020-03-20 07:36:45,71.49,fraud_Runolfsson and Sons,grocery_net,Monmouth Beach,NJ,46-55,SUCCESS,0
e9306ce419c6202b42d550470050ff03,3518758680062249,2019-12-23 19:59:37,91.26,"fraud_Dare, Fritsch and Zboncak",health_fitness,Moab,UT,36-45,SUCCESS,0
32a93e8e9294d14d3ad6ce5d66b4fcf5,2286236465059468,2019-03-22 01:37:00,55.28,fraud_Cummerata-Jones,gas_transport,Blairstown,MO,65+,SUCCESS,0
8c7eda57ee6e0f81e059aec8cf9eb016,341542810616333,2019-01-29 01:28:02,51.24,"fraud_Christiansen, Goyette and Schamberger",gas_transport,Camden,MO,65+,SUCCESS,0
7be77d39fa01508d2f85564b2f2b55dc,30238755902988,2019-05-18 10:35:56,98.04,fraud_Strosin-Cruickshank,grocery_pos,Thrall,TX,46-55,SUCCESS,0
128c83b2531cc554c540e5b61848c689,501899453424,2019-08-08 15:33:52,80.46,fraud_Barton LLC,kids_pets,Gadsden,AL,56-65,SUCCESS,0
2883e6322a7c90c1e8f1c0a90f100b57,213124978348176,2019-05-29 03:20:26,15.95,fraud_Murray Ltd,grocery_net,Belfast,NY,56-65,FAILED,1
e7b20e630eb765aea06a14f77012dfb9,3583793405872580,2020-04-05 06:55:29,80.82,fraud_DuBuque LLC,grocery_pos,Roosevelt,OK,46-55,SUCCESS,0
a0164abcec5df0fcbe6e2ed6cf1fb5a7,4488941175228467,2019-06-28 21:55:29,16.87,fraud_Fadel Inc,health_fitness,Umatilla,FL,36-45,SUCCESS,0
84810cc3e7351df80413b7e2f79531d7,6011693194885790,2019-01-06 10:55:37,46.31,fraud_Sporer Inc,gas_transport,Stanchfield,MN,26-35,SUCCESS,0
61e111e4c533d643c792165bea6b9d54,2252055259910912,2020-06-21 02:15:08,94.37,fraud_Gerlach Inc,shopping_net,Hewitt,WI,26-35,SUCCESS,0
083ef87a0c5acc2c0f858bb6cbeced84,4836998673805450,2020-02-15 08:12:29,6.53,fraud_Bruen-Yost,misc_pos,Manistique,MI,46-55,SUCCESS,0
5c8193064999ecd76b18467bbbae896f,4390966588600992777,2019-07-10 06:23:41,123.22,fraud_Brown PLC,misc_net,Oklahoma City,OK,56-65,SUCCESS,0
77b3417a1a8469459830c2dc4db16b03,3596217206093829,2019-08-02 15:42:37,6.8,fraud_Cormier LLC,shopping_net,Birmingham,IA,36-45,SUCCESS,0
ede5a17897e0bdbd1cba3bb5dac58113,4555104582813474,2019-06-27 13:56:28,73.25,"fraud_Hettinger, McCullough and Fay",home,Rock Glen,PA,36-45,SUCCESS,0
8ac5b1e54c991811ea5f3f7408334758,4585132874641,2020-04-23 23:47:37,17.18,"fraud_Walter, Hettinger and Kessler",personal_care,Utica,MO,46-55,SUCCESS,0
14b2aa71fe5e0afb57c136000ffcd6af,3582754887089201,2019-12-07 20:59:50,91.14,"fraud_Weber, Thiel and Hammes",kids_pets,Norman,AR,56-65,SUCCESS,0
0774858090e975b161a5c4cfeeb3a20f,3506040590383211,2019-03-27 16:42:18,65.12,"fraud_Bradtke, Torp and Bahringer",personal_care,Alder,MT,36-45,SUCCESS,0
080a9d61e51830fe72bf5afaf8daa245,4425161475596168,2019-04-18 03:44:18,9.33,fraud_Kunde-Sanford,misc_net,San Angelo,TX,56-65,SUCCESS,0
a6c78aee8471672549d521f7f96c266a,30082025922891,2020-04-21 02:50:43,6.28,fraud_Nienow PLC,entertainment,Naples,FL,65+,SUCCESS,0
a0b0630c65367269f8531f4caea89da0,3595192916105588,2019-04-02 04:33:17,65.26,fraud_Prohaska-Murray,gas_transport,Fayetteville,NC,26-35,SUCCESS,0
7fefad30e8705f1d4b76f27c1ad4c4e6,4503101193493052864,2019-12-05 03:26:35,67.69,fraud_Koelpin and Sons,misc_net,Lakeland,FL,46-55,SUCCESS,0
ceeb49cf8609f7e2a4c9a7eccac8e1f2,30044330818990,2019-12-29 09:07:26,9.37,fraud_Howe Ltd,misc_pos,Fort Myers,FL,36-45,SUCCESS,0
5e5927b8222a8238a1321b5b83eed9e0,4839615922685395,2019-03-04 13:01:35,9.79,fraud_Hilpert-Conroy,kids_pets,Harrodsburg,IN,65+,SUCCESS,0
16d1576a4348b320db400c90615f6049,4225990116481262579,2020-01-26 15:52:53,48.91,fraud_Larkin Ltd,kids_pets,Honokaa,HI,56-65,SUCCESS,0
09d1f87e12c319c9c0f9becbb4ea72d7,4424338559877976,2020-03-28 17:59:28,16.31,fraud_Dickinson Ltd,personal_care,Kirby,OH,65+,SUCCESS,0
37052ac4202b2d43e839aad2a0709583,3517814635263522,2020-05-11 12:41:09,27.78,"fraud_Bahringer, Bergnaum and Quitzon",home,Union,WV,65+,SUCCESS,0
05721c1a6567edbf34e6d78125c217f7,4992346398065154184,2020-05-04 16:08:18,87.55,"fraud_Windler, Goodwin and Kovacek",home,Mc Nabb,IL,65+,SUCCESS,0
e7aca77b43fa68a111e20c07481f1709,6538441737335434,2020-02-28 03:30:44,51.25,fraud_Bernhard Inc,gas_transport,Clarks Mills,PA,26-35,SUCCESS,0
0379781b32c04569f29b3a5728561f7b,30131826429364,2020-05-19 13:51:18,32.93,fraud_Pollich LLC,home,Knoxville,TN,26-35,SUCCESS,0
c9042851e29e5320913f1283eef93409,180065479077096,2019-12-14 23:25:08,77.16,fraud_Fahey Inc,kids_pets,Manchester,MD,56-65,SUCCESS,0
cc92f0d520aa90ede977912b3dbe7166,4476840372112,2020-03-06 16:06:54,215.94,fraud_Cruickshank-Mills,entertainment,Woodville,AL,46-55,SUCCESS,0
ffdb47fa8736d3519fc9ca274b2dc980,2248348993063230,2020-01-19 11:40:49,47.74,fraud_Luettgen PLC,gas_transport,Randolph,OH,56-65,SUCCESS,0
2688a159e538a3f46868b00bd55182ec,213178850083780,2019-02-03 23:02:24,84.94,fraud_Kutch-Ferry,home,Athena,OR,46-55,SUCCESS,0
e4bf5b32f1a9eabed3c51d627f65bdc3,180067784565096,2019-05-04 15:44:16,24.67,fraud_Donnelly LLC,entertainment,North Prairie,WI,65+,SUCCESS,0
f96dea9e844f3cf4386058ec5f8f020d,4904681492230012,2019-12-19 11:44:04,63.84,fraud_Corwin-Collins,gas_transport,Cottekill,NY,26-35,SUCCESS,0
e58226a02febf6e890caa43768c2716e,3576431665303017,2019-01-08 23:32:13,44.38,fraud_Zulauf LLC,personal_care,Phoenix,AZ,36-45,SUCCESS,0
c798df2229b8ef462a11f9e49f73e1c1,36192615525683,2019-03-17 05:43:14,66.32,"fraud_Stokes, Christiansen and Sipes",grocery_net,Albuquerque,NM,46-55,SUCCESS,0
080a51c663e9d98af77703e845fb3e0a,3595192916105588,2020-02-15 04:21:32,95.04,fraud_Ortiz Group,grocery_net,Fayetteville,NC,26-35,SUCCESS,0
1a93bc8755e0807b927c61665a7f8eee,4342532437704183,2019-02-16 16:50:52,103.97,fraud_Kirlin and Sons,personal_care,Newark Valley,NY,26-35,SUCCESS,0
eadf77f76d58b03db367ba5e470bf9eb,30131826429364,2019-04-21 19:23:31,45.15,fraud_Kihn-Schuster,food_dining,Knoxville,TN,26-35,SUCCESS,0
4e2cacbc0cec8c60cf559bac9a8ae784,4294040533480516,2019-09-02 08:44:52,56.15,fraud_Friesen-D'Amore,gas_transport,New Ellenton,SC,36-45,SUCCESS,0
2e8814f196377edc6efadc8733ea6648,4988304376504,2020-03-27 03:39:24,125.25,"fraud_Goldner, Kovacek and Abbott",grocery_pos,Rock Tavern,NY,65+,SUCCESS,0
209d978b4482c4eb1bd241062d875011,3560797065840735,2019-11-06 21:38:54,134.66,fraud_Bednar PLC,kids_pets,Shields,ND,36-45,SUCCESS,0
8c875315c2121c86c6bdf88de9bc03e0,6011552879910390,2020-05-23 00:06:38,74.04,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,Lonetree,WY,36-45,SUCCESS,0
fea8462d6e888f543aeb0fb9ca2fd1ea,30181367542315,2019-07-13 00:07:59,144.46,fraud_Kilback LLC,grocery_pos,Powell Butte,OR,65+,SUCCESS,0
cf9e6fcd70e1b404508781da73a8765a,3526826139003047,2020-02-23 13:08:35,38.6,fraud_Crona and Sons,kids_pets,Falmouth,MI,65+,SUCCESS,0
951e48ec6ea9abc2ca29053f6d77bd20,4191109180926792,2019-07-07 05:18:18,26.39,"fraud_Turner, Ruecker and Parisian",misc_pos,Amanda,OH,26-35,SUCCESS,0
9969e4547a6a154ffcb339470f972ff6,3586008444788268,2019-01-01 20:04:43,121.21,fraud_Streich Ltd,home,Issaquah,WA,36-45,SUCCESS,0
cdd0f0cb1b2943cb8603229973c771ae,180067784565096,2019-12-17 07:20:01,76.83,fraud_Bartoletti-Wunsch,gas_transport,North Prairie,WI,65+,SUCCESS,0
4703c66d0349bcb50e9faf6f2be832fd,2475085306462014,2020-03-07 15:14:40,75.58,fraud_Leffler-Goldner,personal_care,Lamberton,MN,26-35,SUCCESS,0
5e11e2c04141d14c5e5bdbd4ddce0d55,343464013864032,2020-06-09 10:03:19,1.34,fraud_Friesen Inc,shopping_pos,Bailey,NC,56-65,SUCCESS,0
325249401ac3496acae2c6ad28fa76bd,180048185037117,2019-05-24 17:14:09,130.42,fraud_Upton PLC,entertainment,Plainfield,NJ,46-55,SUCCESS,0
cec55e4b1f08f9a117ad25019836141a,4623560839669,2019-08-04 12:35:49,43.18,fraud_Lynch-Wisozk,home,Lohrville,IA,65+,SUCCESS,0
b4f3743f8c1329dc8d6de9a1d55d9f7f,6011724471098086,2019-02-17 16:26:15,66.94,fraud_Brown-Greenholt,entertainment,Burbank,WA,36-45,SUCCESS,0
cdf31f0547b2d9d869a7de9b6fa5bacc,3589289942931264,2019-11-11 17:44:30,22.25,fraud_Little Ltd,kids_pets,Spencer,SD,46-55,SUCCESS,0
ee1aeb9e30971fa8a4f3940fc91e8988,4302480582202074,2020-03-20 18:08:29,40.28,fraud_Little Ltd,kids_pets,Muskegon,MI,26-35,SUCCESS,0
de78e900b53cf03e1046db4205b385cf,6011329966782895,2019-06-03 21:26:44,29.62,fraud_Homenick LLC,personal_care,Tulsa,OK,46-55,SUCCESS,0
e7bdb15dbe4ae7d407f9f7e171b27ea9,180048185037117,2020-03-05 16:59:49,118.22,fraud_Rolfson-Kunde,personal_care,Plainfield,NJ,46-55,SUCCESS,0
4781fcbde40492c3dd6b743b0cbb2d91,60416207185,2019-07-11 18:22:01,30.73,"fraud_Graham, Hegmann and Hammes",food_dining,Fort Washakie,WY,36-45,SUCCESS,0
76a49b96b422101ebcedf32f3952ff35,584673555952,2020-04-07 18:04:43,49.46,"fraud_Medhurst, Cartwright and Ebert",personal_care,Coleharbor,ND,65+,SUCCESS,0
5775e747faedeb059f9fe4e278509bcd,4809701904914,2019-12-07 15:04:26,27.24,"fraud_Larkin, Stracke and Greenfelder",entertainment,Phenix City,AL,36-45,SUCCESS,0
115d89543f6253a20a6a7f89ee184e1b,4266200684857219,2019-06-10 14:29:00,13.02,fraud_Marvin-Lind,personal_care,Nelson,NE,65+,SUCCESS,0
c1ba509dc5641c2c272af5b4ca09aeb1,6593939509150446,2019-07-13 01:05:59,43.8,fraud_Smitham-Boehm,grocery_net,Azusa,CA,36-45,SUCCESS,0
2f793d88f1e69be416c838f1866bad1e,4005676619255478,2019-11-18 03:47:28,76.25,fraud_Bins-Rice,gas_transport,Denham Springs,LA,26-35,SUCCESS,0
2b10d7d91349ec56dd193fe2c404c875,213125815021702,2019-02-23 20:35:13,180.96,fraud_Gibson-Deckow,entertainment,Big Indian,NY,65+,SUCCESS,0
52918732c1ecdd344d7ac63a2db29c77,4989847570577635369,2019-03-24 14:00:20,3.11,fraud_Fisher-Schowalter,shopping_net,Prosperity,SC,26-35,SUCCESS,0
73c8cee00f9609239e3ce5e06376e9f7,4384910379661778,2019-08-21 09:16:54,8.97,"fraud_Larkin, Stracke and Greenfelder",entertainment,Hawley,MN,65+,SUCCESS,0
8adbb3c9f42372e2af2092b07f9afd13,6011542681743618,2019-06-22 03:51:37,1.88,fraud_Huel-Langworth,misc_net,Basye,VA,46-55,SUCCESS,0
8fce2f1eb8c86d5e0c2ae83e8a3a2a4b,4469777115158234880,2019-06-06 01:29:07,23.1,fraud_Dach-Borer,grocery_net,Methuen,MA,36-45,SUCCESS,0
2b5d51d044b7e0622c57fd09dd3098bd,502049568400,2019-02-05 00:31:37,7.62,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,Marion,CT,56-65,SUCCESS,0
679cea6211945aeb4eddf2f583f5096c,36913587729122,2019-12-13 21:13:03,105.14,fraud_Barton LLC,kids_pets,Meridian,ID,46-55,SUCCESS,0
1ed0b4e5ecbbde572dacbea9809f7c45,6011399591920186,2020-06-08 15:17:34,1.3,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,Sheffield,MA,46-55,SUCCESS,0
937e4532814d2221566226ed3b610e7f,30153452207526,2020-01-14 09:36:50,6.43,fraud_McCullough LLC,misc_pos,Coleman,TX,56-65,SUCCESS,0
5ec27290ef91d94144cfd19c3a03d27b,213155997615567,2019-03-31 16:53:10,73.69,fraud_Erdman-Durgan,health_fitness,Clune,PA,46-55,SUCCESS,0
673d7e1b9a5b7daa92b21a9515b4d1c7,180069253480336,2020-04-09 08:13:43,37.62,fraud_Medhurst PLC,shopping_net,Emporium,PA,56-65,SUCCESS,0
c3d59fc740f318855a997086853af5bd,4464457352619,2019-06-12 17:26:08,1.86,fraud_Kessler Group,travel,Lanark Village,FL,36-45,SUCCESS,0
a81aaba412bfdbb03b16136623901cb6,560881134780,2019-07-02 17:58:06,70.64,fraud_Schumm PLC,health_fitness,Liberty Mills,IN,65+,SUCCESS,0
fb0dba41edfc2141011abb9aab17fa2c,3558652751678952,2019-12-05 07:39:04,77.54,fraud_Cummings LLC,gas_transport,Karnack,TX,65+,SUCCESS,0
6044e1ae4d9c03bc0033f25643cce799,2254799658404120,2020-06-06 07:44:37,69.45,fraud_Smitham-Boehm,grocery_net,Valdosta,GA,36-45,SUCCESS,0
4f51b6bc2c9e2dbacfa96512b13a287a,4689147265057948423,2019-03-08 20:15:36,56.09,fraud_Schoen Ltd,kids_pets,Manley,NE,56-65,SUCCESS,0
34295b4e49b742c2ae6f05d66082b019,3579200383632826,2019-06-29 18:41:27,538.64,fraud_Ebert-Daugherty,travel,Boyd,WI,46-55,SUCCESS,0
8024dbd9ed59678d10ac054b133b534a,4996263498048679,2019-07-28 16:34:50,1.17,"fraud_Roob, Conn and Tremblay",shopping_pos,Smith River,CA,36-45,SUCCESS,0
6733a2cf894dbe88de70a8255ce074de,2291163933867244,2019-07-03 02:46:16,59.51,fraud_Kris-Padberg,shopping_pos,Columbia,SC,56-65,SUCCESS,0
f9826967d951fdfa352d49aebd0e24fc,4681601008538160,2019-12-16 12:51:46,55.58,fraud_Kihn-Fritsch,food_dining,Moundsville,WV,46-55,SUCCESS,0
b8b87443e215c9f0975291050ec36ca4,3556613125071656,2019-09-08 21:05:06,126.83,fraud_Feil-Morar,health_fitness,Lake Jackson,TX,26-35,SUCCESS,0
7bb5badd88869ae3ff7192c3d54daedd,4102003771126577611,2019-12-19 16:25:13,129.25,fraud_Labadie LLC,personal_care,Keller,TX,36-45,SUCCESS,0
00874b4dca737745c1aa717fddab7d2a,3546674063249004,2020-03-10 19:42:02,1047.6,"fraud_Zboncak, Rowe and Murazik",shopping_net,Aledo,TX,36-45,FAILED,1
e0e04fbb92bc1589e94a26628ebe68f0,348379466427142,2020-06-04 13:27:31,8.15,"fraud_Champlin, Rolfson and Connelly",travel,Melbourne,FL,65+,SUCCESS,0
5e31ea7a86e3d1247b0894ac19995a3f,213126662687660,2019-01-09 14:31:30,34.54,"fraud_Graham, Hegmann and Hammes",food_dining,Laredo,TX,46-55,SUCCESS,0
37b406ca4620308cc7c5e8cabd119997,4482427013979020,2019-07-06 16:38:19,35.63,fraud_Kutch-Ferry,home,Henderson,WV,65+,SUCCESS,0
bc813dcdd6da13217a86e3b95532005f,4736845434667908128,2019-03-10 06:14:18,121.9,"fraud_Heller, Gutmann and Zieme",grocery_pos,Altona,NY,65+,SUCCESS,0
b06c03f3e4a873d959183e6ea2eca1ec,375248307838179,2019-02-26 00:13:27,32.06,"fraud_Stroman, Hudson and Erdman",gas_transport,Tallmansville,WV,56-65,SUCCESS,0
27c4d78d380d7ce22659848b34606bd2,376445266762684,2019-04-21 20:10:06,92.73,fraud_Leffler-Goldner,personal_care,Sutherland,NE,36-45,SUCCESS,0
0cbf9e7f21cb26dcda8b6a99bed0998c,36913587729122,2019-07-20 05:35:53,234.36,fraud_Koepp-Witting,grocery_pos,Meridian,ID,46-55,SUCCESS,0
3b3a262f1cee3788d50b23524e9ca920,38588538868506,2020-06-02 21:33:26,9.79,fraud_Boyer PLC,misc_pos,Marathon,TX,26-35,SUCCESS,0
fb06c74d2ee493a1c74daa5e33debbdd,6011329966782895,2019-03-16 13:51:03,3.87,"fraud_Gottlieb, Considine and Schultz",shopping_net,Tulsa,OK,46-55,SUCCESS,0
0f7bce49af4aafa3d30f7ee3bd653862,2703186189652095,2019-12-15 23:51:51,1.28,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,Moravian Falls,NC,36-45,SUCCESS,0
814e3d59cc858317f20db1e2fc62b9f2,4239436242473,2019-05-04 16:58:59,7.89,fraud_Turner and Sons,shopping_pos,Alexandria,VA,26-35,SUCCESS,0
9f1ed86346dbc7b32cd42c03e6cb39f0,36360452125889,2019-06-29 11:22:04,4.12,"fraud_Boehm, Predovic and Reinger",misc_pos,West Chazy,NY,65+,SUCCESS,0
42f43316ade162aec73ce12de97cff34,4707867759656333,2019-07-28 09:16:08,69.57,fraud_Kihn Inc,shopping_pos,Cranks,KY,56-65,SUCCESS,0
c69d9c518ba11bf722ab81e6987159c1,341546199006537,2019-07-08 05:26:57,8.72,fraud_Kerluke-Abshire,shopping_net,Wales,AK,65+,SUCCESS,0
